week_index,theme,subject,body,product_line,channel,attachment_kb
11,how_to,[how_to] Reset SSO for contractor #222,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
18,bug,[bug] Export fails intermittently #223,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,chat,0
5,performance,[performance] Dashboard loads slowly #224,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,email,450
18,performance,[performance] Dashboard loads slowly #225,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Charlie,chat,0
7,billing,[billing] Invoice total mismatch #226,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
21,how_to,[how_to] Reset SSO for contractor #227,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,phone,0
15,bug,[bug] Export fails intermittently #228,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Alpha,email,0
14,account,[account] Cannot add new seat #229,The admin panel returns an error when we try to add a seat to our subscription. Priority high.,Charlie,email,120
4,bug,[bug] Export fails intermittently #230,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,email,0
12,how_to,[how_to] Reset SSO for contractor #231,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,0
22,how_to,[how_to] Reset SSO for contractor #232,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,phone,0
0,bug,[bug] Export fails intermittently #233,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Bravo,email,120
19,performance,[performance] Dashboard loads slowly #234,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Bravo,email,0
12,performance,[performance] Dashboard loads slowly #235,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,phone,0
18,how_to,[how_to] Reset SSO for contractor #236,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Alpha,phone,450
17,performance,[performance] Dashboard loads slowly #237,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,chat,0
11,account,[account] Cannot add new seat #238,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,email,0
8,bug,[bug] Export fails intermittently #239,When exporting CSV over 5k rows the job hangs and eventually times out. Need guidance by Friday.,Alpha,phone,0
16,how_to,[how_to] Reset SSO for contractor #240,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Alpha,chat,0
3,billing,[billing] Invoice total mismatch #241,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,chat,0
15,performance,[performance] Dashboard loads slowly #242,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,phone,0
2,how_to,[how_to] Reset SSO for contractor #243,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,phone,120
16,bug,[bug] Export fails intermittently #244,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,0
16,billing,[billing] Invoice total mismatch #245,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Charlie,email,900
2,account,[account] Cannot add new seat #246,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Bravo,chat,0
19,bug,[bug] Export fails intermittently #247,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Alpha,chat,0
10,performance,[performance] Dashboard loads slowly #248,The executive dashboard takes more than twenty seconds to render on Monday mornings. Priority high.,Bravo,email,0
20,billing,[billing] Invoice total mismatch #249,The amount charged does not match our purchase order for last cycle. Priority high.,Bravo,email,900
1,account,[account] Cannot add new seat #250,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,email,0
4,billing,[billing] Invoice total mismatch #251,The amount charged does not match our purchase order for last cycle. Need guidance by Friday.,Bravo,chat,0
12,billing,[billing] Invoice total mismatch #252,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Charlie,email,0
4,account,[account] Cannot add new seat #253,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,email,0
8,account,[account] Cannot add new seat #254,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Alpha,chat,0
17,billing,[billing] Invoice total mismatch #255,The amount charged does not match our purchase order for last cycle. Priority high.,Charlie,chat,0
3,how_to,[how_to] Reset SSO for contractor #256,We need steps to reset single sign-on for a contractor who lost device access. Blocking our release.,Bravo,email,0
17,performance,[performance] Dashboard loads slowly #257,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Bravo,phone,0
2,account,[account] Cannot add new seat #258,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Bravo,chat,120
4,bug,[bug] Export fails intermittently #259,When exporting CSV over 5k rows the job hangs and eventually times out. Blocking our release.,Bravo,chat,0
15,how_to,[how_to] Reset SSO for contractor #260,We need steps to reset single sign-on for a contractor who lost device access. Occurs on latest build only.,Charlie,email,450
20,performance,[performance] Dashboard loads slowly #261,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,phone,0
4,performance,[performance] Dashboard loads slowly #262,The executive dashboard takes more than twenty seconds to render on Monday mornings. Need guidance by Friday.,Alpha,email,0
7,performance,[performance] Dashboard loads slowly #263,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Bravo,email,0
24,how_to,[how_to] Reset SSO for contractor #264,We need steps to reset single sign-on for a contractor who lost device access. Priority high.,Bravo,chat,450
25,billing,[billing] Invoice total mismatch #265,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Bravo,email,0
15,account,[account] Cannot add new seat #266,The admin panel returns an error when we try to add a seat to our subscription. Need guidance by Friday.,Charlie,email,0
11,account,[account] Cannot add new seat #267,The admin panel returns an error when we try to add a seat to our subscription. Occurs on latest build only.,Charlie,phone,0
9,performance,[performance] Dashboard loads slowly #268,The executive dashboard takes more than twenty seconds to render on Monday mornings. Occurs on latest build only.,Charlie,chat,120
15,billing,[billing] Invoice total mismatch #269,The amount charged does not match our purchase order for last cycle. Blocking our release.,Alpha,email,0
15,billing,[billing] Invoice total mismatch #270,The amount charged does not match our purchase order for last cycle. Occurs on latest build only.,Alpha,chat,0
7,performance,[performance] Dashboard loads slowly #271,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Charlie,phone,0
0,billing,[billing] Invoice total mismatch #272,The amount charged does not match our purchase order for last cycle. Blocking our release.,Charlie,email,0
3,account,[account] Cannot add new seat #273,The admin panel returns an error when we try to add a seat to our subscription. Blocking our release.,Alpha,phone,120
24,bug,[bug] Export fails intermittently #274,When exporting CSV over 5k rows the job hangs and eventually times out. Occurs on latest build only.,Charlie,phone,900
10,performance,[performance] Dashboard loads slowly #275,The executive dashboard takes more than twenty seconds to render on Monday mornings. Blocking our release.,Alpha,phone,0
